id,sitio+variante,Espesor_1,Espesor_2,Espesor_3,Resistividad_1,Resistividad_2,Resistividad_3,Resistividad_4,AB2_1,AB2_2,AB2_3,AB2_4,AB2_5,AB2_6,AB2_7,AB2_8,AB2_9,AB2_10,AB2_11,AB2_12,AB2_13,AB2_14,AB2_15,AB2_16,AB2_17,AB2_18,AB2_19,AB2_20,AB2_21,AB2_22,AB2_23,AB2_24,AB2_25,AB2_26,AB2_27,AB2_28,AB2_29,AB2_30
3589,sitio8_var89,5.967311085420437,8.412555758678085,45.19682486620714,250.0,1300.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3590,sitio8_var90,5.232081652110242,17.33256552422766,34.99668594902178,250.0,2600.0,2000.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3591,sitio8_var91,5.389899863044642,15.405830122128904,25.876231435378,1300.0,2600.0,2600.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3592,sitio8_var92,3.8061093173123237,26.42699013427427,51.0828935711052,350.0,20.0,2000.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3593,sitio8_var93,5.845378011715774,6.982522410115519,39.52423503965197,1300.0,2600.0,1800.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3594,sitio8_var94,4.152464387116895,29.452688538204594,53.44931339420609,1300.0,20.0,1800.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3595,sitio8_var95,4.507012013579667,28.172827057325012,50.33678962501129,350.0,2600.0,2600.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3596,sitio8_var96,6.671456698212358,6.563948349519954,23.23864505471846,1300.0,20.0,2600.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3597,sitio8_var97,5.4327223545420855,9.279904586779661,42.473122207430876,1300.0,20.0,2600.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3598,sitio8_var98,7.428343397956354,33.825573056202884,25.33086665678784,3.0,1300.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3599,sitio8_var99,7.056452171062937,21.715982219852048,47.18238598743727,1300.0,3200.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3600,sitio8_var100,7.248473654650961,31.894419839931274,29.730904123061936,3.0,3200.0,2600.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3601,sitio8_var101,3.659336723853901,17.043595553632983,30.501400505827192,250.0,3200.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3602,sitio8_var102,5.397775598770523,11.206805607087695,24.96749878820888,350.0,20.0,2600.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3603,sitio8_var103,5.689827614326488,6.5203981120628765,24.15230360303017,1300.0,3200.0,2000.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3604,sitio8_var104,7.831497491189033,16.829294004897488,25.87544630616166,350.0,1300.0,2600.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3605,sitio8_var105,7.305810048673753,11.879144450414016,51.50486986340096,350.0,2600.0,1800.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3606,sitio8_var106,4.279125143216938,6.2539883557110345,44.97475610468334,250.0,3200.0,1800.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3607,sitio8_var107,6.991112745221619,11.525572368091492,31.525438910873255,350.0,3200.0,2600.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3608,sitio8_var108,7.691472847678019,11.447466539717587,26.177386822419017,250.0,1300.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3609,sitio8_var109,4.888797848302999,36.79424381199753,26.841021535861387,1300.0,1300.0,2600.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3610,sitio8_var110,4.914498471559877,32.77498418320533,43.898278238448455,1300.0,3200.0,2600.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3611,sitio8_var111,7.508795330281039,7.976264368493864,37.358027567958615,250.0,2600.0,1800.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3612,sitio8_var112,5.876535733779885,27.816962693449682,55.09128001428547,1300.0,3200.0,1800.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3613,sitio8_var113,6.159234003866657,31.116375477833238,32.897971828793295,250.0,3200.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3614,sitio8_var114,7.38078115467141,11.814040914956102,39.818523591424736,350.0,20.0,2600.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3615,sitio8_var115,4.132011461366523,16.146428134507527,41.00682856400366,3.0,1300.0,2600.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3616,sitio8_var116,7.355380002536991,6.317003134567953,29.820497908198295,1300.0,1300.0,1800.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3617,sitio8_var117,7.123059774046512,23.41816643487457,42.32820110755175,350.0,1300.0,1800.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3618,sitio8_var118,6.284199274154522,25.253721944040112,43.99115905854151,350.0,3200.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3619,sitio8_var119,4.338618012249315,35.07583801036432,21.896785934729674,250.0,1300.0,2600.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3620,sitio8_var120,4.501401385403627,27.277938593730497,48.788943529645906,3.0,3200.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3621,sitio8_var121,3.687311216519137,30.255871669539268,32.19907432517362,350.0,20.0,2000.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3622,sitio8_var122,3.8868373417229725,11.737151873177602,41.13909453956904,350.0,2600.0,1800.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3623,sitio8_var123,5.4019005601337895,13.912005197223193,24.068314492789685,350.0,1300.0,1800.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3624,sitio8_var124,7.4782653401126,32.37833644118173,23.183144434716795,1300.0,3200.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3625,sitio8_var125,3.741161924264464,8.75351805924855,24.149414635002643,1300.0,1300.0,2000.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3626,sitio8_var126,6.135594248746115,30.651865509636117,52.86631110033383,1300.0,1300.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3627,sitio8_var127,5.702696964367781,11.545183919925249,31.58691451492661,250.0,1300.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3628,sitio8_var128,6.243097333308694,7.168058862144894,47.10721007962606,250.0,3200.0,2600.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3629,sitio8_var129,4.739959108247712,24.55391391805706,39.621838296241265,1300.0,1300.0,1800.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3630,sitio8_var130,4.4127795407690495,27.015749403214198,29.20183734536149,1300.0,2600.0,1800.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3631,sitio8_var131,6.562366492555276,6.947430355369653,28.395819323017825,350.0,2600.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3632,sitio8_var132,7.800735161597629,20.861298490117942,20.307388503240478,250.0,1300.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3633,sitio8_var133,4.937908734707459,25.911878814351976,22.975022524799186,3.0,1300.0,2600.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3634,sitio8_var134,3.556375373350886,12.78733002057319,31.253331357220066,250.0,20.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3635,sitio8_var135,4.732416268834788,22.795648189630942,21.23250039668221,350.0,2600.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3636,sitio8_var136,5.899488891325568,18.310369895698273,49.69611549130432,1300.0,20.0,2000.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3637,sitio8_var137,4.628170309106592,28.453842386581442,21.386247547963798,250.0,1300.0,2600.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3638,sitio8_var138,4.067313175207962,14.05737361787116,34.517692554886594,250.0,1300.0,2600.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3639,sitio8_var139,7.287210155697599,20.556269390142873,42.65313410015632,3.0,1300.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3640,sitio8_var140,4.796037403204149,13.442700856005459,34.2072765105511,250.0,1300.0,2000.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3641,sitio8_var141,5.891447724251221,29.848468311891576,54.4583176908147,1300.0,1300.0,1800.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3642,sitio8_var142,5.3560826000186115,32.720926980202,44.83405061570035,250.0,3200.0,1800.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3643,sitio8_var143,6.343055657853409,26.289795222112414,22.307741547178786,350.0,20.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3644,sitio8_var144,3.9842035858041442,6.097449740015913,32.47841813914637,250.0,2600.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3645,sitio8_var145,6.741709409510124,10.106289125381563,22.81043518279561,3.0,1300.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3646,sitio8_var146,5.533334665506835,13.283646654863979,43.257124736367786,3.0,3200.0,2600.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3647,sitio8_var147,4.999895516036071,6.922074961752499,27.013622195873857,3.0,2600.0,2600.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3648,sitio8_var148,7.6175286870442624,10.290124091358773,43.11041351843193,350.0,3200.0,2000.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3649,sitio8_var149,6.067108032488662,31.42308432098992,27.390522926511,350.0,2600.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3650,sitio8_var150,6.875141271051012,14.54860411326635,49.106144181952416,3.0,2600.0,1800.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3651,sitio8_var151,7.346756984939265,6.157476237494104,33.39712155927849,250.0,3200.0,1800.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3652,sitio8_var152,4.954100825498387,27.868009743806876,28.369948096512637,350.0,20.0,2600.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3653,sitio8_var153,3.8454180266149205,6.127969714417972,48.107062767428495,350.0,1300.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3654,sitio8_var154,6.933432003060767,30.48592059638667,30.340555931510693,1300.0,2600.0,2600.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3655,sitio8_var155,5.430528452221109,25.645400209386246,49.83589825101467,1300.0,20.0,2600.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3656,sitio8_var156,5.591294169124858,26.388832372543735,43.080371430096335,3.0,2600.0,1800.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3657,sitio8_var157,3.7592405940134537,9.567542064195932,20.05369464309868,350.0,2600.0,2000.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3658,sitio8_var158,6.417446725103286,31.516504913517394,55.59705644209614,3.0,3200.0,2000.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3659,sitio8_var159,7.66472127353464,36.96176589920779,41.027217017663666,3.0,3200.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3660,sitio8_var160,4.285310540420171,13.61939060496142,31.094260313204305,3.0,1300.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3661,sitio8_var161,5.661638794397792,23.38091924899162,32.20593157625662,350.0,2600.0,2600.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3662,sitio8_var162,6.235915363609946,30.004760093288787,27.655899510479586,3.0,3200.0,2600.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3663,sitio8_var163,7.541734077925462,31.71589568057341,21.01326168671676,3.0,2600.0,2000.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3664,sitio8_var164,4.866970489254229,35.58819760604591,42.586129055158864,3.0,3200.0,2000.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3665,sitio8_var165,7.964362560914953,15.864968331468734,53.99200402395908,350.0,2600.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3666,sitio8_var166,3.9599958739535945,16.9274168812303,26.005977347884766,350.0,1300.0,1800.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3667,sitio8_var167,6.6115611910609715,12.93998727064456,22.74618214594913,350.0,2600.0,1800.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3668,sitio8_var168,7.30275510961378,21.24018207282889,54.99058070800376,3.0,1300.0,2600.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3669,sitio8_var169,5.352346891124421,27.549082638996623,25.364645244192324,350.0,1300.0,1800.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3670,sitio8_var170,4.490132028926088,10.647487681665677,24.062304975950358,350.0,1300.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3671,sitio8_var171,5.054243963785806,29.40449029096034,21.66968045924531,250.0,3200.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3672,sitio8_var172,4.428583723596062,36.5498508004477,31.59955936847032,250.0,2600.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3673,sitio8_var173,4.738359184815065,14.114459085991228,33.818689668691086,3.0,3200.0,1800.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3674,sitio8_var174,6.070404225068611,7.962765528763388,31.46525851019343,250.0,20.0,1800.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3675,sitio8_var175,7.672324757055968,7.6480941529849655,27.537821869000908,3.0,2600.0,2000.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3676,sitio8_var176,6.149183516224532,17.403507970993438,53.942652138059685,3.0,2600.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3677,sitio8_var177,4.154573978470676,9.480214789483476,40.1542843956464,3.0,1300.0,1800.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3678,sitio8_var178,4.238141889770966,34.84011718965693,27.193485688322205,350.0,1300.0,1800.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3679,sitio8_var179,4.92738323413716,12.679805333802689,45.49082821634454,1300.0,20.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3680,sitio8_var180,3.8603216316134463,31.662968801440822,40.85055261572518,350.0,1300.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3681,sitio8_var181,7.900720249597242,24.2357202187879,37.18959858542688,250.0,3200.0,2600.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3682,sitio8_var182,6.176659063693096,19.28313487037436,25.970376807590835,350.0,2600.0,2600.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3683,sitio8_var183,7.468627431392246,27.577577906648497,41.68554938370012,250.0,2600.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3684,sitio8_var184,4.198785152779721,25.79431260804665,53.950616932410206,350.0,20.0,2000.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3685,sitio8_var185,4.063179776562099,36.47106872138478,46.48306951952037,3.0,20.0,2600.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3686,sitio8_var186,4.150363683617441,19.836639395663138,36.25223252000312,250.0,2600.0,2000.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3687,sitio8_var187,5.239276359911283,13.875585569900878,27.12176317930148,250.0,1300.0,2000.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3688,sitio8_var188,5.522352103646952,30.52020324180405,50.45377903948376,250.0,1300.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3689,sitio8_var189,7.742411638014416,15.635493734197443,33.120164464963025,250.0,20.0,1800.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3690,sitio8_var190,5.549441567530783,13.262894976729353,30.04046460283023,3.0,1300.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3691,sitio8_var191,7.653853656285126,24.580502621452837,47.444057352624085,3.0,3200.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3692,sitio8_var192,7.936772143188908,30.877407058701962,43.27724857176145,350.0,2600.0,2600.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3693,sitio8_var193,7.403742171527513,33.83140135148179,42.259545905862154,3.0,1300.0,2000.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3694,sitio8_var194,7.377287432462187,13.76473798900605,51.83700352725968,250.0,2600.0,2000.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3695,sitio8_var195,5.433357851911773,11.594710041960646,25.576490579403387,350.0,1300.0,2600.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3696,sitio8_var196,5.402928840438539,26.354344839701373,31.332737706303103,350.0,2600.0,2000.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3697,sitio8_var197,4.273883305503864,9.840155340062882,52.11329182199903,350.0,20.0,1800.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3698,sitio8_var198,7.901175294445339,28.407787857934775,54.05493125972467,350.0,1300.0,2000.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3699,sitio8_var199,5.97463070067138,32.667519005892046,53.40679339554004,250.0,3200.0,2000.0,3120.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3700,sitio8_var200,6.93066845359669,20.8018173713563,49.79074900500579,350.0,3200.0,2000.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3701,sitio8_var201,7.368539080198831,16.76632857067041,46.524455218708844,1300.0,1300.0,2600.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3702,sitio8_var202,3.951981860523745,29.26843712189509,47.31612827069889,350.0,20.0,2000.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3703,sitio8_var203,6.897497578084689,33.58220521664333,30.328293287833763,3.0,3200.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3704,sitio8_var204,3.8741398953331365,29.525294678893687,36.14681444501511,350.0,2600.0,2600.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3705,sitio8_var205,7.084392909075034,32.58521585975933,39.84283380379287,250.0,20.0,2600.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3706,sitio8_var206,4.360732104102366,8.753682145501301,38.821758924045824,3.0,20.0,2600.0,2160.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3707,sitio8_var207,7.161362359442718,8.130599010941062,31.342781657591523,1300.0,20.0,1800.0,5000.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
3708,sitio8_var208,5.8236585836961865,33.52750660213535,20.93845053745907,350.0,3200.0,1800.0,2400.0,1,2,4,5,7,8,10,12,15,18,20,24,28,30,34,38,40,44,48,50,55,60,65,70,75,80,85,90,95,100
