id,sitio+variante,Espesor_1,Espesor_2,Espesor_3,col1,col2,col3,col4
14721,sitio7_variante4721,15.058072893383063,22.656933273527244,167.78846197385212,170.0,230.0,260.0,310.0
14722,sitio7_variante4722,3.178461626963685,17.40808019707128,87.57883826825004,190.0,230.0,250.0,320.0
14723,sitio7_variante4723,34.257263588106824,19.88201188889628,187.07313938499357,170.0,240.0,250.0,310.0
14724,sitio7_variante4724,10.040710901230378,14.213794346778894,145.63296699941242,200.0,220.0,250.0,300.0
14725,sitio7_variante4725,24.034733627836975,25.73531829848664,142.51851632878385,170.0,220.0,250.0,320.0
14726,sitio7_variante4726,22.74237499911288,14.73534222848671,143.03273865885308,180.0,240.0,260.0,310.0
14727,sitio7_variante4727,25.450228640461738,23.795054508131074,95.85342516811157,190.0,230.0,280.0,290.0
14728,sitio7_variante4728,26.430803678115115,24.86748882593148,134.7509098227167,180.0,210.0,260.0,290.0
14729,sitio7_variante4729,39.18101343981669,23.317904999989437,178.9362908994434,180.0,230.0,250.0,290.0
14730,sitio7_variante4730,39.558483829411614,14.005559231624028,198.89639682126293,190.0,220.0,270.0,320.0
14731,sitio7_variante4731,33.48845681025356,17.807229920203092,175.95955192554266,200.0,210.0,270.0,320.0
14732,sitio7_variante4732,33.654662641966944,21.19542280307155,201.4993495216936,190.0,220.0,260.0,320.0
14733,sitio7_variante4733,12.342127760063756,18.80969906373918,150.1987210786707,190.0,220.0,270.0,310.0
14734,sitio7_variante4734,33.298917616665534,18.860566681600265,174.47192383622564,170.0,240.0,270.0,320.0
14735,sitio7_variante4735,3.2126870373615497,24.458664799087853,173.9782031519133,190.0,210.0,280.0,290.0
14736,sitio7_variante4736,33.19966145789423,16.39865073693057,148.73828379182333,180.0,240.0,260.0,290.0
14737,sitio7_variante4737,13.499466946037348,21.36655936380905,85.12837841730703,180.0,220.0,260.0,300.0
14738,sitio7_variante4738,19.0079379346021,14.63591934692414,141.48494564029244,200.0,210.0,280.0,290.0
14739,sitio7_variante4739,9.80312402747959,23.373734444382595,81.13930491592978,200.0,220.0,260.0,310.0
14740,sitio7_variante4740,7.666752097807478,17.586433999240604,144.72147376327774,180.0,210.0,260.0,300.0
14741,sitio7_variante4741,37.05101845231767,25.729920263480814,105.8173602941916,200.0,240.0,280.0,320.0
14742,sitio7_variante4742,3.1554574108409863,21.778426898748293,95.12446882594166,190.0,220.0,270.0,320.0
14743,sitio7_variante4743,37.75597221808355,18.31865781860231,117.94429537062021,180.0,210.0,260.0,290.0
14744,sitio7_variante4744,29.08037294842533,21.991825954861625,162.3686309621578,200.0,220.0,270.0,300.0
14745,sitio7_variante4745,32.62932945367912,23.41981932422847,195.00068965115645,190.0,240.0,250.0,320.0
14746,sitio7_variante4746,6.17664634394818,16.028539244515844,98.12707655889936,190.0,220.0,250.0,290.0
14747,sitio7_variante4747,28.215418878097783,18.179063193419072,117.41944502486103,190.0,230.0,250.0,290.0
14748,sitio7_variante4748,29.696555157091,16.45358647545564,105.18839829935018,180.0,210.0,270.0,310.0
14749,sitio7_variante4749,28.031417186494906,15.462317575764619,162.1970160334432,180.0,240.0,250.0,290.0
14750,sitio7_variante4750,12.492136473098261,16.646037120384484,147.06232913063747,190.0,220.0,250.0,290.0
14751,sitio7_variante4751,10.361637454691408,24.167893957908802,120.57501621439428,200.0,220.0,250.0,300.0
14752,sitio7_variante4752,26.62729723744852,15.097117693596566,158.60150737442538,190.0,210.0,260.0,290.0
14753,sitio7_variante4753,18.726631836340786,15.28750180451881,120.62342546513975,200.0,220.0,280.0,290.0
14754,sitio7_variante4754,7.626655415722285,19.69094879133484,82.42412426152332,170.0,210.0,270.0,290.0
14755,sitio7_variante4755,32.13742709372775,15.692530011529607,87.1563310953533,170.0,210.0,270.0,310.0
14756,sitio7_variante4756,37.122551897903335,25.752062231093973,120.812716893796,180.0,240.0,270.0,320.0
14757,sitio7_variante4757,16.87989831807132,24.06496292255774,177.38098564079831,170.0,230.0,280.0,310.0
14758,sitio7_variante4758,6.371691751715986,18.24886545951346,195.97180110691147,190.0,230.0,280.0,300.0
14759,sitio7_variante4759,29.08071822831684,20.164277518828612,159.91756340833268,190.0,210.0,250.0,300.0
14760,sitio7_variante4760,4.528180514642119,24.503927789284198,178.7939550362125,200.0,210.0,260.0,290.0
14761,sitio7_variante4761,10.4698183369751,19.277784476057555,94.54302089124644,180.0,240.0,280.0,300.0
14762,sitio7_variante4762,34.42836839137692,19.135161747804656,120.76090141061789,200.0,210.0,270.0,320.0
14763,sitio7_variante4763,36.1234046400627,14.125863518434281,121.44228904927263,200.0,240.0,250.0,300.0
14764,sitio7_variante4764,18.034535286295387,17.36070530092036,203.6337136234382,170.0,240.0,280.0,300.0
14765,sitio7_variante4765,12.158952463779734,20.31242765592299,99.82235920449787,180.0,220.0,280.0,320.0
14766,sitio7_variante4766,9.016024643544267,21.19397512541054,109.26327035471749,180.0,240.0,270.0,320.0
14767,sitio7_variante4767,12.546768395456247,17.390173952237017,138.41722453439584,180.0,210.0,250.0,300.0
14768,sitio7_variante4768,35.13533462596007,18.00047307621499,139.9957781243867,170.0,230.0,280.0,310.0
14769,sitio7_variante4769,32.079088062117734,20.32232369688338,160.4421890964531,170.0,240.0,280.0,310.0
14770,sitio7_variante4770,3.6118369756543967,22.554002868949656,133.2684987221628,200.0,240.0,270.0,300.0
14771,sitio7_variante4771,29.071978291463726,23.55369423843959,163.62396813880474,170.0,240.0,260.0,320.0
14772,sitio7_variante4772,10.8421783714284,14.204921101985748,188.1528841465864,180.0,220.0,260.0,310.0
14773,sitio7_variante4773,4.203490795713401,19.51820311181438,178.26436929768505,200.0,220.0,280.0,320.0
14774,sitio7_variante4774,31.38400075052444,21.86155910670024,96.45005106271255,190.0,220.0,270.0,320.0
14775,sitio7_variante4775,14.68543548088012,18.36668516903499,103.52702642422031,180.0,220.0,280.0,310.0
14776,sitio7_variante4776,16.104651605541953,22.187299744167433,97.52453527715099,170.0,220.0,280.0,290.0
14777,sitio7_variante4777,28.426228479606724,19.55375714853052,133.70046427183775,200.0,210.0,250.0,310.0
14778,sitio7_variante4778,21.465666422188615,17.0923679637801,129.9127329280285,190.0,220.0,280.0,290.0
14779,sitio7_variante4779,21.28240721782544,17.031521901218,137.6143081372615,200.0,220.0,280.0,310.0
14780,sitio7_variante4780,24.90126591688664,18.288476391140385,83.87860536413187,170.0,220.0,270.0,320.0
14781,sitio7_variante4781,27.044749589079068,25.616585166101807,100.97902709414848,170.0,210.0,250.0,290.0
14782,sitio7_variante4782,25.4116579752384,21.02038510521188,92.30050964412392,190.0,220.0,280.0,320.0
14783,sitio7_variante4783,19.43125722172801,17.018776262277235,132.67041192831908,190.0,230.0,250.0,300.0
14784,sitio7_variante4784,15.738631100959042,17.430178330415583,125.24354857091953,170.0,210.0,250.0,310.0
14785,sitio7_variante4785,16.15385173563891,23.72234724513364,182.85437734944483,170.0,240.0,270.0,310.0
14786,sitio7_variante4786,19.30337236324335,20.47665187857166,121.39546740832333,180.0,240.0,270.0,290.0
14787,sitio7_variante4787,10.49993165118632,24.564886088008244,149.53009747935255,170.0,210.0,260.0,320.0
14788,sitio7_variante4788,30.168417148919293,23.745676175934175,143.43394456613527,180.0,240.0,270.0,300.0
14789,sitio7_variante4789,10.702793457707203,17.663552932637877,161.2684731244251,170.0,220.0,250.0,320.0
14790,sitio7_variante4790,30.120726851668476,22.11336503565236,123.5881724449846,180.0,240.0,270.0,300.0
14791,sitio7_variante4791,3.730254030990996,18.197891774224217,168.70930419578647,180.0,220.0,280.0,310.0
14792,sitio7_variante4792,8.934179470871802,18.646448255261944,157.3663113546651,170.0,210.0,250.0,310.0
14793,sitio7_variante4793,38.31089800909601,17.36326585068313,181.7992384691364,180.0,220.0,280.0,300.0
14794,sitio7_variante4794,11.340688976894588,15.564298662581756,97.69981451630987,170.0,240.0,260.0,310.0
14795,sitio7_variante4795,6.408843877511611,25.009183992504575,173.6006711399803,170.0,210.0,270.0,290.0
14796,sitio7_variante4796,29.094859843136366,19.196346040843558,145.22069740185862,200.0,240.0,270.0,300.0
14797,sitio7_variante4797,6.8280037021542315,22.729525813034343,134.6700715927954,200.0,220.0,250.0,310.0
14798,sitio7_variante4798,36.84934928231352,17.044275787578506,99.34948057864221,190.0,220.0,260.0,310.0
14799,sitio7_variante4799,39.74333299535951,14.344598312955517,165.43465164195516,200.0,210.0,250.0,300.0
14800,sitio7_variante4800,28.312879848102742,23.257593667712044,92.91496627791304,190.0,240.0,250.0,310.0
14801,sitio7_variante4801,16.67360677578224,14.747195495620407,114.65484879627768,200.0,230.0,250.0,320.0
14802,sitio7_variante4802,10.570197882188635,17.067208533377194,91.08639870408089,200.0,230.0,270.0,290.0
14803,sitio7_variante4803,7.141767324797762,24.743714820757127,186.46212868224669,180.0,210.0,260.0,320.0
14804,sitio7_variante4804,35.38695457176765,17.8570066280624,166.8234283588659,200.0,210.0,260.0,310.0
14805,sitio7_variante4805,34.78351831445252,22.991061814934405,175.55818119449742,170.0,220.0,270.0,290.0
14806,sitio7_variante4806,39.78132793831705,18.29296846392296,85.0436860873413,180.0,210.0,270.0,290.0
14807,sitio7_variante4807,38.852882133754825,22.626709935587556,169.93300699725643,170.0,210.0,250.0,320.0
14808,sitio7_variante4808,16.29963771714341,22.969195510500384,94.77489328344932,170.0,230.0,250.0,320.0
14809,sitio7_variante4809,32.26788897313206,21.62444582890712,161.44165246299926,170.0,220.0,260.0,320.0
14810,sitio7_variante4810,25.11564006968243,23.436761074021092,193.65608884257588,170.0,220.0,260.0,320.0
14811,sitio7_variante4811,12.66352203045983,16.942193821217764,174.4089401530374,200.0,220.0,260.0,300.0
14812,sitio7_variante4812,15.89306947008367,22.008981415842165,113.7611127483735,200.0,210.0,270.0,310.0
14813,sitio7_variante4813,8.951206634570358,25.993331607017268,144.08799159054632,200.0,220.0,260.0,320.0
14814,sitio7_variante4814,32.99884923329236,18.38675411587574,104.67717116395136,200.0,210.0,270.0,300.0
14815,sitio7_variante4815,36.98504414929917,21.43574228216095,194.62028548993845,180.0,240.0,270.0,290.0
14816,sitio7_variante4816,13.644956692477574,16.703689915852742,173.22709800410553,190.0,210.0,260.0,300.0
14817,sitio7_variante4817,22.367330012684416,22.031933248951724,202.3221860610991,190.0,230.0,250.0,290.0
14818,sitio7_variante4818,17.955441431948813,19.096096594038812,102.28751910181316,180.0,220.0,280.0,290.0
14819,sitio7_variante4819,32.51540241689073,22.990243857389753,139.45699841534778,170.0,220.0,250.0,310.0
14820,sitio7_variante4820,8.81692089727061,24.901578996084723,111.38489993181412,200.0,230.0,250.0,300.0
14821,sitio7_variante4821,32.99393137023573,20.33738507500849,193.39119982939172,180.0,240.0,280.0,310.0
14822,sitio7_variante4822,34.95109702617573,17.927652616957555,196.44443252273993,170.0,230.0,270.0,320.0
14823,sitio7_variante4823,23.41178583490572,18.267116747283815,190.99816821288567,180.0,220.0,270.0,320.0
14824,sitio7_variante4824,28.364120954178976,22.821113248672553,100.55595957798347,170.0,240.0,280.0,300.0
14825,sitio7_variante4825,23.791295847033012,22.255078967753988,151.03862220806454,200.0,210.0,280.0,310.0
14826,sitio7_variante4826,15.525899645291272,17.526927397710814,140.29641032839518,180.0,240.0,250.0,320.0
14827,sitio7_variante4827,13.82497019936431,20.64285053823368,105.87404241000422,180.0,210.0,280.0,320.0
14828,sitio7_variante4828,34.396351833900326,23.305893486401892,128.54086022408222,200.0,220.0,260.0,300.0
14829,sitio7_variante4829,20.28925096467672,18.80723345381263,144.18544890054181,180.0,240.0,250.0,300.0
14830,sitio7_variante4830,25.086345968969994,16.63490737360375,90.59819125852381,200.0,230.0,280.0,310.0
14831,sitio7_variante4831,8.501120201438024,14.452418307992351,156.28207565225495,180.0,210.0,280.0,320.0
14832,sitio7_variante4832,37.579435568703424,17.6271284721454,158.0668398962311,200.0,210.0,250.0,300.0
14833,sitio7_variante4833,3.152794491683145,18.525188179714046,103.81995933405068,180.0,220.0,250.0,300.0
14834,sitio7_variante4834,11.703381317867716,19.895177685441695,163.33541573159485,180.0,210.0,250.0,290.0
14835,sitio7_variante4835,9.570590532696428,15.731708605707851,110.91002160183555,180.0,230.0,280.0,320.0
14836,sitio7_variante4836,4.947921059650476,17.98261245486283,193.93251482399893,200.0,240.0,260.0,310.0
14837,sitio7_variante4837,8.39277076673363,24.131543194189494,134.91843813342243,170.0,210.0,250.0,300.0
14838,sitio7_variante4838,35.93480192692907,14.248658522562877,117.47474597516378,190.0,220.0,280.0,290.0
14839,sitio7_variante4839,37.30817173139844,14.998661753434462,96.80641907713786,190.0,240.0,270.0,290.0
14840,sitio7_variante4840,37.22819091476727,16.07972085432853,95.9156536577389,200.0,220.0,270.0,290.0
14841,sitio7_variante4841,10.311354850092808,18.781912100343813,196.32371215156525,180.0,240.0,270.0,320.0
14842,sitio7_variante4842,27.34092328798888,21.41094005621597,160.09405102710957,180.0,210.0,280.0,290.0
14843,sitio7_variante4843,6.233899950662792,15.750155297881609,175.80918630054634,190.0,230.0,250.0,320.0
14844,sitio7_variante4844,39.94474181341526,19.169152705874353,103.34905008609343,180.0,220.0,270.0,290.0
14845,sitio7_variante4845,14.901542132734425,19.254232243908785,87.33663246851631,200.0,230.0,260.0,300.0
14846,sitio7_variante4846,19.156384266318746,23.75972857259919,110.95835488391184,190.0,220.0,280.0,300.0
14847,sitio7_variante4847,23.26777145361656,21.36245025901403,139.08136701612014,170.0,210.0,280.0,320.0
14848,sitio7_variante4848,29.403027693653975,21.320280148502313,191.795271177545,200.0,220.0,260.0,300.0
14849,sitio7_variante4849,38.45738169701483,20.05831883599324,153.9641766031524,180.0,220.0,260.0,310.0
14850,sitio7_variante4850,37.1267572796367,19.838981467132335,149.11652672600218,180.0,210.0,280.0,310.0
14851,sitio7_variante4851,5.049038044461543,14.634596097656525,91.45971781597744,180.0,230.0,280.0,290.0
14852,sitio7_variante4852,3.4904578935709987,14.497694953167318,201.00099519817235,180.0,220.0,250.0,290.0
14853,sitio7_variante4853,14.974006246433063,17.785817559697648,102.65038912750718,180.0,220.0,260.0,300.0
14854,sitio7_variante4854,31.62477593621974,17.783613949724113,148.19975263769896,190.0,230.0,260.0,320.0
14855,sitio7_variante4855,34.26995725882345,17.1419005822363,125.51633856639538,170.0,210.0,270.0,320.0
14856,sitio7_variante4856,30.75508202641597,20.288288434738718,197.38088282049347,180.0,220.0,260.0,310.0
14857,sitio7_variante4857,9.663057374669563,17.529830942962448,189.12451962512372,200.0,210.0,280.0,290.0
14858,sitio7_variante4858,17.227302705863643,24.053407518271143,83.62566614000573,200.0,230.0,270.0,300.0
14859,sitio7_variante4859,26.819319859201094,23.349187605745062,126.19837869070298,200.0,220.0,260.0,320.0
14860,sitio7_variante4860,27.929549606154673,14.682354798077007,82.2119792800484,180.0,240.0,260.0,310.0
14861,sitio7_variante4861,9.080863042741697,18.595618959171514,173.99363148091055,200.0,230.0,270.0,310.0
14862,sitio7_variante4862,19.199658176490782,14.130614350965692,103.19473639253249,180.0,240.0,250.0,320.0
14863,sitio7_variante4863,5.867798925157105,18.43578538144461,86.34433787647029,180.0,220.0,270.0,320.0
14864,sitio7_variante4864,23.421675979474127,22.364869743372683,116.5048586774831,180.0,220.0,260.0,300.0
14865,sitio7_variante4865,29.150039690871107,15.317403923682814,146.60703298022415,200.0,240.0,270.0,290.0
14866,sitio7_variante4866,35.53354677273836,16.887987808823766,109.29040788177147,200.0,240.0,280.0,310.0
14867,sitio7_variante4867,14.44930481351312,18.808398390158267,163.85257265832973,200.0,230.0,280.0,320.0
14868,sitio7_variante4868,7.756302329292571,19.37163016348609,151.5315912824376,180.0,230.0,260.0,290.0
14869,sitio7_variante4869,22.496995564199384,23.84995377059021,83.2230546003204,190.0,230.0,250.0,300.0
14870,sitio7_variante4870,17.352771022486777,21.876565721932128,150.50198366757053,190.0,240.0,270.0,320.0
14871,sitio7_variante4871,7.015345519799519,22.123672301329037,89.38762488139818,170.0,220.0,280.0,320.0
14872,sitio7_variante4872,32.468422875048624,25.492620553042407,182.10249868142225,190.0,240.0,270.0,300.0
14873,sitio7_variante4873,6.524483158311477,16.548241673532743,200.6492238816717,190.0,230.0,270.0,320.0
14874,sitio7_variante4874,39.7501969735478,18.343847809615433,199.12191988364177,200.0,230.0,260.0,290.0
14875,sitio7_variante4875,22.03872053346902,19.545031371622045,138.7240627610101,170.0,240.0,280.0,310.0
14876,sitio7_variante4876,14.731631358807748,20.685817837071248,99.34274437400637,170.0,240.0,270.0,290.0
14877,sitio7_variante4877,29.389979527116203,19.2885792432052,173.35871550922428,190.0,220.0,260.0,310.0
14878,sitio7_variante4878,20.52759737162859,19.23158446801972,127.91194185414662,180.0,220.0,250.0,320.0
14879,sitio7_variante4879,3.590114225592801,16.632185401269748,101.20663214816217,170.0,210.0,250.0,310.0
14880,sitio7_variante4880,14.741382713665178,24.679081956964982,165.19588047518778,190.0,210.0,280.0,290.0
14881,sitio7_variante4881,15.12517350965369,16.100103418424506,145.5876704898567,180.0,230.0,260.0,290.0
14882,sitio7_variante4882,28.838273564412127,17.535521999856478,182.30143946541273,200.0,210.0,270.0,310.0
14883,sitio7_variante4883,34.86655427535194,20.617270932419807,127.44266870934808,170.0,230.0,270.0,300.0
14884,sitio7_variante4884,22.854783772849373,24.772478772674326,166.09845064194437,190.0,230.0,280.0,310.0
14885,sitio7_variante4885,6.389304043735349,23.360792154565498,123.11565592372028,170.0,230.0,250.0,320.0
14886,sitio7_variante4886,32.40736481742077,16.34350440496355,166.48165809560027,170.0,220.0,250.0,310.0
14887,sitio7_variante4887,3.573645146296541,16.712140479953696,92.4091047611757,190.0,220.0,260.0,320.0
14888,sitio7_variante4888,33.40228321484162,22.611215124847476,132.47641425441913,190.0,230.0,270.0,290.0
14889,sitio7_variante4889,10.454806087719666,21.838829993255608,111.53941618540085,180.0,240.0,270.0,310.0
14890,sitio7_variante4890,3.645869080623613,20.067497858563115,182.1180568040067,190.0,220.0,260.0,300.0
14891,sitio7_variante4891,34.05400396050803,15.040369497791236,131.61262594140732,170.0,220.0,260.0,310.0
14892,sitio7_variante4892,38.69949217579285,17.887113384655276,123.4493811088572,190.0,220.0,280.0,290.0
14893,sitio7_variante4893,6.758255217722756,16.863265866146406,161.77815677287742,170.0,230.0,280.0,310.0
14894,sitio7_variante4894,29.75705416742792,23.402109191217075,178.95428964278412,200.0,240.0,260.0,300.0
14895,sitio7_variante4895,19.424791045294587,24.405786807288358,202.55164580728055,200.0,240.0,250.0,310.0
14896,sitio7_variante4896,15.446659195161285,22.5759220178081,171.7032289865657,200.0,240.0,260.0,320.0
14897,sitio7_variante4897,34.55239689007716,25.75294897527855,156.91434869950996,170.0,220.0,270.0,310.0
14898,sitio7_variante4898,35.550999960819425,23.33524220556234,141.60058932257988,170.0,240.0,280.0,300.0
14899,sitio7_variante4899,38.64602107046,17.901986350502415,90.11207172898736,200.0,240.0,270.0,320.0
14900,sitio7_variante4900,26.114569419388506,17.368160303038618,121.63471023528082,200.0,210.0,260.0,300.0
14901,sitio7_variante4901,3.105272298810422,14.988794169503883,167.02705718227327,200.0,210.0,280.0,320.0
14902,sitio7_variante4902,21.07498221105834,21.934963586643,138.62540406563195,180.0,210.0,280.0,310.0
14903,sitio7_variante4903,20.895886771837347,16.359357623880058,85.47305804022449,180.0,220.0,280.0,310.0
14904,sitio7_variante4904,21.155240302955328,24.187147857113846,151.46477689468668,200.0,220.0,280.0,320.0
14905,sitio7_variante4905,19.063822143163254,20.095145896518012,176.5680058613213,200.0,240.0,280.0,320.0
14906,sitio7_variante4906,16.630685366052692,14.94586500164833,93.72799316100657,180.0,220.0,260.0,310.0
14907,sitio7_variante4907,12.25704075128114,25.80991001003137,160.80425539740517,190.0,220.0,260.0,320.0
14908,sitio7_variante4908,33.521980648140264,14.096711508633323,108.28808728474652,180.0,210.0,260.0,320.0
14909,sitio7_variante4909,24.514645455092545,18.394162567825788,82.82013811677639,170.0,240.0,250.0,310.0
14910,sitio7_variante4910,36.08792419916082,15.863985904291624,155.7176746225322,180.0,210.0,260.0,300.0
14911,sitio7_variante4911,36.70968112551439,24.680768288914678,85.79828669678713,200.0,230.0,250.0,300.0
14912,sitio7_variante4912,39.138364483955115,23.135552330404586,142.75076439698992,180.0,240.0,270.0,290.0
14913,sitio7_variante4913,26.45489137207905,19.439786951805075,189.19619386665664,180.0,220.0,280.0,290.0
14914,sitio7_variante4914,29.350056610897624,18.778520232589955,107.40034080713922,200.0,240.0,260.0,320.0
14915,sitio7_variante4915,35.7731774189021,19.433391666912534,117.24821964381992,200.0,220.0,280.0,310.0
14916,sitio7_variante4916,34.585154621195684,22.71051255801241,119.42362883873827,180.0,220.0,250.0,300.0
14917,sitio7_variante4917,38.805474258372506,18.919348918322182,103.63068264524416,170.0,240.0,280.0,310.0
14918,sitio7_variante4918,7.107780020176389,14.551688202773258,98.42002656404055,200.0,240.0,260.0,300.0
14919,sitio7_variante4919,5.304618809912721,23.2403830478408,178.11905456347193,190.0,220.0,270.0,300.0
14920,sitio7_variante4920,23.038851152448114,23.935564859186567,85.61291938773294,180.0,240.0,280.0,320.0
14921,sitio7_variante4921,37.1519980715998,18.112219453835948,86.67627674032664,200.0,240.0,250.0,290.0
14922,sitio7_variante4922,39.40523524405652,22.28026716336435,108.38282121260997,170.0,230.0,260.0,300.0
14923,sitio7_variante4923,38.67201106978317,18.57173517487489,179.63361845382457,180.0,230.0,280.0,300.0
14924,sitio7_variante4924,23.360342008828578,15.579803975979603,171.226363750562,170.0,240.0,260.0,300.0
14925,sitio7_variante4925,28.29865220662926,15.543229183885579,143.18881694631992,170.0,230.0,260.0,290.0
14926,sitio7_variante4926,35.10030360042263,19.477027273934958,168.3941489511225,170.0,210.0,280.0,300.0
14927,sitio7_variante4927,37.5172094460239,15.460930302094878,135.057026446982,170.0,220.0,280.0,310.0
14928,sitio7_variante4928,36.21777432644523,15.270108895446066,114.81209569495363,170.0,210.0,280.0,320.0
14929,sitio7_variante4929,15.223496239466607,25.002351129257157,167.2875472399869,180.0,230.0,250.0,320.0
14930,sitio7_variante4930,36.99304324163261,20.903153319721746,198.2446035745954,190.0,220.0,250.0,310.0
14931,sitio7_variante4931,5.956154431470464,22.903729815725626,154.91818800203328,190.0,240.0,280.0,310.0
14932,sitio7_variante4932,3.9337914149140927,22.591547611735418,150.65768071043283,170.0,220.0,270.0,310.0
14933,sitio7_variante4933,28.537796263861857,20.58092578487254,160.27180012145695,200.0,220.0,260.0,290.0
14934,sitio7_variante4934,18.37235070407496,16.44744286736697,148.48443469939656,170.0,230.0,250.0,320.0
14935,sitio7_variante4935,21.704297609851146,19.238714144014175,165.38477491828917,190.0,230.0,280.0,300.0
14936,sitio7_variante4936,4.575675732301866,19.40608068071208,101.1217850075705,190.0,210.0,250.0,300.0
14937,sitio7_variante4937,36.298808679450374,23.57909774811152,94.03722292944195,200.0,220.0,250.0,300.0
14938,sitio7_variante4938,39.516147399019104,20.246792822522735,104.63956701852086,200.0,220.0,260.0,320.0
14939,sitio7_variante4939,17.358949740096367,21.19861896996754,140.30100632331926,180.0,230.0,280.0,310.0
14940,sitio7_variante4940,38.3993184339192,19.474919192675472,142.5722075113437,180.0,210.0,280.0,320.0
14941,sitio7_variante4941,11.823090752408328,21.739589312166274,96.80804764444247,170.0,240.0,260.0,290.0
14942,sitio7_variante4942,24.618866405733534,21.68759050248231,115.66823737445849,180.0,210.0,260.0,300.0
14943,sitio7_variante4943,37.83823961604168,18.937180918533052,111.84365931046192,170.0,220.0,260.0,320.0
14944,sitio7_variante4944,9.845731315774627,20.9101023274631,96.4415366419677,180.0,210.0,260.0,290.0
14945,sitio7_variante4945,14.324248412005026,24.216495918935838,167.2575631081555,190.0,240.0,260.0,310.0
14946,sitio7_variante4946,16.431122463166055,18.455100136401235,142.43672393513074,170.0,220.0,260.0,290.0
14947,sitio7_variante4947,28.864406478810125,14.826984208904662,81.93364915671322,180.0,210.0,270.0,310.0
14948,sitio7_variante4948,21.568251088468074,23.34691761523292,107.37162633948729,180.0,210.0,250.0,320.0
14949,sitio7_variante4949,26.760853648776866,22.842222009208506,117.21386053126133,200.0,220.0,280.0,310.0
14950,sitio7_variante4950,28.647036176708003,15.182989052490695,106.60485054537023,200.0,230.0,260.0,300.0
14951,sitio7_variante4951,13.060928371325282,14.639872358492294,117.09345978568008,180.0,240.0,280.0,290.0
14952,sitio7_variante4952,32.57964030842191,21.808581610947712,129.09854886605126,190.0,210.0,270.0,290.0
14953,sitio7_variante4953,24.585442979326608,25.619425013002846,195.02088117962168,190.0,240.0,260.0,310.0
14954,sitio7_variante4954,35.603614605524314,14.411377666439042,144.2326195690529,180.0,220.0,280.0,300.0
14955,sitio7_variante4955,34.994660902289084,20.18089382354823,179.99351923207223,190.0,230.0,260.0,320.0
14956,sitio7_variante4956,31.460768321072845,17.6309515218951,178.33112843205998,170.0,240.0,260.0,300.0
14957,sitio7_variante4957,18.42445422095933,23.647774778071568,93.14186399318478,190.0,230.0,260.0,320.0
14958,sitio7_variante4958,17.389433241702065,23.635557641547237,132.6699560029726,200.0,220.0,260.0,290.0
14959,sitio7_variante4959,7.216972384400341,24.034530711059546,118.35669401660016,190.0,230.0,250.0,320.0
14960,sitio7_variante4960,31.513605291619708,21.13055313129665,179.9113245513066,180.0,210.0,280.0,320.0
14961,sitio7_variante4961,26.721970786396128,23.694216581778683,190.02821508718785,180.0,210.0,270.0,310.0
14962,sitio7_variante4962,21.046944588886245,15.001434158024596,177.60493818872465,200.0,240.0,280.0,310.0
14963,sitio7_variante4963,21.553051394196476,22.018862838156245,96.1644833330518,170.0,210.0,260.0,300.0
14964,sitio7_variante4964,19.84558441947566,23.89344627033124,151.76836470540022,190.0,230.0,280.0,310.0
14965,sitio7_variante4965,25.731588691477604,16.246558142493193,131.2193912818011,200.0,240.0,280.0,310.0
14966,sitio7_variante4966,20.274212318350035,20.039279500867273,194.06987223070496,170.0,220.0,280.0,310.0
14967,sitio7_variante4967,4.651919968135555,20.08716911162878,92.42413072452403,170.0,240.0,280.0,300.0
14968,sitio7_variante4968,39.418476298261645,17.378229024623185,82.42395328508903,190.0,240.0,250.0,290.0
14969,sitio7_variante4969,26.14719744102493,17.122139306826554,186.74939679561547,170.0,240.0,280.0,320.0
14970,sitio7_variante4970,13.715906759895756,14.03782281438004,107.69586572107369,200.0,210.0,280.0,300.0
14971,sitio7_variante4971,23.587239888540292,19.433591338789043,113.52658887470791,180.0,220.0,250.0,290.0
14972,sitio7_variante4972,34.998041506709185,19.77812580762656,115.03513801504587,170.0,220.0,270.0,300.0
14973,sitio7_variante4973,21.85223619650852,19.15773550961427,149.46706962263434,180.0,220.0,250.0,300.0
14974,sitio7_variante4974,11.00409163947683,20.78832607681018,160.58976675150495,170.0,240.0,260.0,300.0
14975,sitio7_variante4975,15.799428967234157,15.010766040681665,102.17002556919489,190.0,240.0,270.0,290.0
14976,sitio7_variante4976,38.250702054022504,18.75123485373091,95.37901100428014,170.0,210.0,250.0,290.0
14977,sitio7_variante4977,30.972021598875724,25.248993615231452,92.67601709959027,200.0,210.0,250.0,310.0
14978,sitio7_variante4978,29.28635541641503,15.793547106346123,133.94678165369038,180.0,240.0,250.0,310.0
14979,sitio7_variante4979,21.76379810616064,23.61224437401785,140.65993764243302,190.0,220.0,280.0,310.0
14980,sitio7_variante4980,35.080926814783105,23.17299810632522,162.28707599356594,200.0,210.0,260.0,310.0
14981,sitio7_variante4981,11.9143003607372,24.475582919713958,98.3011155485501,200.0,230.0,250.0,290.0
14982,sitio7_variante4982,39.794486645311146,21.07571852676291,89.38139647228651,190.0,230.0,260.0,300.0
14983,sitio7_variante4983,29.881556219451646,17.90591577412777,97.41572530882078,200.0,210.0,280.0,310.0
